MOVIE_ID	SENT_ID	REGION	YEAR
3670999	1490	UK	2010
3670999	350	UK	2010
3670999	1405	UK	2010
5778643	492	UK	2013
5778643	1726	UK	2013
5778643	1254	UK	2013
5778643	1903	UK	2013
5778643	493	UK	2013
5778643	1140	UK	2013
5778643	1309	UK	2013
5778643	206	UK	2013
5778643	476	UK	2013
5778643	1340	UK	2013
5778643	263	UK	2013
5778643	640	UK	2013
5778643	1618	UK	2013
5778643	1237	UK	2013
5778643	568	UK	2013
6224678	876	UK	2014
6224678	340	UK	2014
6224678	658	UK	2014
6224678	961	UK	2014
6224678	971	UK	2014
6224678	772	UK	2014
6224678	491	UK	2014
6224678	285	UK	2014
6224678	1213	UK	2014
6224678	1379	UK	2014
6224678	599	UK	2014
6224678	1142	UK	2014
3151540	186	US	2007
54446	775	US	2000
4744540	359	US	2012
5905224	696	US	2012
3151540	1042	US	2007
3967329	85	US	2010
5905224	1295	US	2012
54446	1457	US	2000
5905224	1101	US	2012
54446	1201	US	2000
3967329	540	US	2010
5905224	1736	US	2012
3151540	1785	US	2007
3151540	788	US	2007
3151540	1414	US	2007
54446	513	US	2000
5905224	1333	US	2012
3967329	937	US	2010
54446	1770	US	2000
54446	1595	US	2000
54446	1076	US	2000
3151540	1334	US	2007
3967329	1237	US	2010
5905224	1079	US	2012
3151540	560	US	2007
4744540	1807	US	2012
3967329	1775	US	2010
5905224	1542	US	2012
54446	215	US	2000
3151540	1189	US	2007
5905224	1004	US	2012
4744540	1248	US	2012
54446	1239	US	2000
3151540	1204	US	2007
4744540	810	US	2012
5905224	1348	US	2012
4744540	316	US	2012
54446	1047	US	2000
4744540	1430	US	2012
3151540	765	US	2007
3967329	222	US	2010
3151540	370	US	2007
3967329	471	US	2010
3967329	1144	US	2010
4744540	1388	US	2012
3179568	2093	UK	2006
3179568	2189	UK	2006
3179568	2135	UK	2006
3179568	174	UK	2006
3179568	1598	UK	2006
3179568	1778	UK	2006
3179568	151	UK	2006
3472293	48	UK	2009
3472293	205	UK	2009
3472293	289	UK	2009
3472293	925	UK	2009
3472293	126	UK	2009
3472293	631	UK	2009
3472293	54	UK	2009
3472293	792	UK	2009
3472293	643	UK	2009
3472293	1220	UK	2009
3472293	1058	UK	2009
3472293	977	UK	2009
3472293	118	UK	2009
3472293	708	UK	2009
3670999	726	UK	2010
3670999	1134	UK	2010
3670999	961	UK	2010
3670999	1441	UK	2010
3670999	171	UK	2010
3670999	1100	UK	2010
3670999	174	UK	2010
3670999	62	UK	2010
3670999	435	UK	2010
3670999	1619	UK	2010
3670999	356	UK	2010
3670999	1443	UK	2010
5778643	1456	UK	2013
5778643	443	UK	2013
5778643	348	UK	2013
5778643	1076	UK	2013
5778643	1277	UK	2013
5778643	437	UK	2013
5778643	1628	UK	2013
5778643	82	UK	2013
5778643	804	UK	2013
5778643	1698	UK	2013
6224678	296	UK	2014
6224678	380	UK	2014
6224678	230	UK	2014
6224678	842	UK	2014
6224678	338	UK	2014
6224678	339	UK	2014
6224678	726	UK	2014
6224678	1042	UK	2014
6224678	1090	UK	2014
6224678	982	UK	2014
4744540	1567	US	2012
54446	1170	US	2000
4744540	1607	US	2012
3151540	1263	US	2007
3967329	684	US	2010
3967329	174	US	2010
5905224	1649	US	2012
54446	1282	US	2000
5905224	1737	US	2012
5905224	1209	US	2012
54446	1275	US	2000
54446	303	US	2000
3967329	991	US	2010
5905224	904	US	2012
3151540	1697	US	2007
3151540	1321	US	2007
3151540	448	US	2007
5905224	558	US	2012
54446	1327	US	2000
54446	862	US	2000
3151540	400	US	2007
3967329	1379	US	2010
3151540	546	US	2007
4744540	971	US	2012
3967329	1452	US	2010
54446	129	US	2000
3151540	974	US	2007
5905224	78	US	2012
4744540	806	US	2012
4744540	1453	US	2012
3151540	183	US	2007
4744540	1707	US	2012
3151540	1044	US	2007
5905224	379	US	2012
4744540	1691	US	2012
54446	1009	US	2000
5905224	963	US	2012
4744540	1013	US	2012
3151540	1837	US	2007
3967329	1170	US	2010
3151540	1906	US	2007
3151540	1353	US	2007
3967329	906	US	2010
5905224	1735	US	2012
3179568	1809	UK	2006
3179568	1328	UK	2006
3179568	1060	UK	2006
3179568	1473	UK	2006
3179568	50	UK	2006
3179568	1040	UK	2006
3179568	311	UK	2006
3179568	2340	UK	2006
3179568	2016	UK	2006
3179568	801	UK	2006
3472293	1329	UK	2009
3472293	213	UK	2009
3472293	814	UK	2009
3472293	1135	UK	2009
3472293	501	UK	2009
3472293	548	UK	2009
3472293	512	UK	2009
3472293	382	UK	2009
3472293	1094	UK	2009
3472293	563	UK	2009
3670999	441	UK	2010
3670999	776	UK	2010
3670999	1035	UK	2010
3670999	1793	UK	2010
3670999	617	UK	2010
3670999	1796	UK	2010
3670999	1126	UK	2010
3670999	301	UK	2010
3670999	1763	UK	2010
3670999	38	UK	2010
5778643	802	UK	2013
5778643	1006	UK	2013
5778643	1373	UK	2013
5778643	928	UK	2013
5778643	1093	UK	2013
5778643	593	UK	2013
5778643	1417	UK	2013
5778643	1536	UK	2013
5778643	1877	UK	2013
5778643	1246	UK	2013
5778643	876	UK	2013
5778643	1974	UK	2013
6224678	934	UK	2014
6224678	475	UK	2014
6224678	1245	UK	2014
6224678	345	UK	2014
6224678	144	UK	2014
6224678	418	UK	2014
6224678	1097	UK	2014
6224678	752	UK	2014
6224678	469	UK	2014
6224678	725	UK	2014
6224678	974	UK	2014
6224678	937	UK	2014
6224678	351	UK	2014
3151540	1649	US	2007
54446	95	US	2000
4744540	181	US	2012
5905224	1626	US	2012
54446	639	US	2000
3967329	1925	US	2010
5905224	1392	US	2012
54446	13	US	2000
5905224	171	US	2012
5905224	532	US	2012
54446	35	US	2000
54446	37	US	2000
3967329	638	US	2010
54446	1238	US	2000
5905224	868	US	2012
54446	857	US	2000
54446	1721	US	2000
3151540	1754	US	2007
5905224	1595	US	2012
3151540	645	US	2007
5905224	627	US	2012
3151540	175	US	2007
54446	1847	US	2000
4744540	596	US	2012
4744540	1363	US	2012
54446	1453	US	2000
5905224	1086	US	2012
4744540	445	US	2012
4744540	383	US	2012
54446	1362	US	2000
3151540	160	US	2007
4744540	1264	US	2012
5905224	56	US	2012
4744540	504	US	2012
54446	1273	US	2000
5905224	867	US	2012
4744540	763	US	2012
3151540	321	US	2007
3151540	627	US	2007
3151540	1665	US	2007
3967329	450	US	2010
3967329	1578	US	2010
4744540	122	US	2012
5905224	494	US	2012
3179568	42	UK	2006
3179568	1976	UK	2006
3179568	9	UK	2006
3179568	47	UK	2006
3179568	678	UK	2006
3179568	305	UK	2006
3179568	1172	UK	2006
3179568	787	UK	2006
3179568	2105	UK	2006
3179568	1117	UK	2006
3179568	284	UK	2006
3179568	1989	UK	2006
3179568	83	UK	2006
3472293	59	UK	2009
3472293	152	UK	2009
3472293	200	UK	2009
3472293	121	UK	2009
3472293	83	UK	2009
3472293	149	UK	2009
3472293	290	UK	2009
3472293	380	UK	2009
3472293	47	UK	2009
3472293	930	UK	2009
3670999	1563	UK	2010
3670999	749	UK	2010
3670999	1247	UK	2010
3670999	284	UK	2010
3670999	319	UK	2010
3670999	573	UK	2010
5778643	769	UK	2013
5778643	786	UK	2013
5778643	1878	UK	2013
5778643	224	UK	2013
5778643	900	UK	2013
5778643	1292	UK	2013
5778643	823	UK	2013
5778643	1493	UK	2013
5778643	1453	UK	2013
5778643	895	UK	2013
5778643	1419	UK	2013
5778643	1319	UK	2013
5778643	725	UK	2013
6224678	839	UK	2014
6224678	1430	UK	2014
6224678	495	UK	2014
6224678	560	UK	2014
6224678	516	UK	2014
6224678	954	UK	2014
6224678	517	UK	2014
6224678	1395	UK	2014
6224678	785	UK	2014
6224678	612	UK	2014
6224678	1363	UK	2014
6224678	854	UK	2014
6224678	844	UK	2014
3151540	1408	US	2007
4744540	1352	US	2012
54446	554	US	2000
4744540	757	US	2012
3967329	1565	US	2010
5905224	770	US	2012
54446	678	US	2000
3967329	1645	US	2010
5905224	957	US	2012
5905224	1629	US	2012
5905224	137	US	2012
54446	1237	US	2000
54446	1474	US	2000
3151540	100	US	2007
54446	1621	US	2000
5905224	1746	US	2012
3967329	2339	US	2010
54446	985	US	2000
54446	540	US	2000
54446	415	US	2000
3151540	1177	US	2007
4744540	1419	US	2012
3967329	1877	US	2010
5905224	456	US	2012
3151540	724	US	2007
5905224	958	US	2012
54446	7	US	2000
3151540	72	US	2007
5905224	1589	US	2012
54446	773	US	2000
4744540	1184	US	2012
5905224	362	US	2012
4744540	1212	US	2012
3151540	1832	US	2007
4744540	710	US	2012
3151540	1601	US	2007
5905224	1082	US	2012
3967329	1074	US	2010
4744540	959	US	2012
4744540	923	US	2012
4744540	1514	US	2012
4744540	1267	US	2012
3151540	2115	US	2007
3967329	1598	US	2010
5905224	1756	US	2012
3179568	1641	UK	2006
3179568	1895	UK	2006
3179568	819	UK	2006
3179568	1481	UK	2006
3179568	1881	UK	2006
3179568	207	UK	2006
3472293	1224	UK	2009
3472293	174	UK	2009
3472293	8	UK	2009
3472293	937	UK	2009
3472293	653	UK	2009
3472293	592	UK	2009
3472293	567	UK	2009
3472293	1307	UK	2009
3670999	1513	UK	2010
3670999	1665	UK	2010
3670999	1056	UK	2010
3670999	1440	UK	2010
3670999	417	UK	2010
3670999	1785	UK	2010
3670999	1097	UK	2010
3670999	608	UK	2010
3670999	1167	UK	2010
3670999	139	UK	2010
5778643	1935	UK	2013
5778643	458	UK	2013
5778643	270	UK	2013
5778643	1775	UK	2013
5778643	1761	UK	2013
5778643	1609	UK	2013
5778643	875	UK	2013
5778643	1133	UK	2013
5778643	1179	UK	2013
5778643	252	UK	2013
6224678	18	UK	2014
6224678	314	UK	2014
6224678	290	UK	2014
6224678	866	UK	2014
6224678	540	UK	2014
6224678	565	UK	2014
6224678	385	UK	2014
6224678	983	UK	2014
6224678	984	UK	2014
6224678	896	UK	2014
6224678	602	UK	2014
6224678	1144	UK	2014
6224678	483	UK	2014
6224678	19	UK	2014
6224678	309	UK	2014
3151540	1327	US	2007
54446	1342	US	2000
4744540	614	US	2012
3967329	35	US	2010
3151540	318	US	2007
5905224	1088	US	2012
54446	937	US	2000
5905224	608	US	2012
5905224	692	US	2012
54446	1361	US	2000
54446	468	US	2000
3967329	2304	US	2010
54446	839	US	2000
54446	1048	US	2000
54446	1376	US	2000
3967329	1355	US	2010
3151540	1926	US	2007
5905224	727	US	2012
4744540	1139	US	2012
3967329	1020	US	2010
54446	1488	US	2000
3151540	1376	US	2007
5905224	1621	US	2012
54446	684	US	2000
4744540	1536	US	2012
4744540	589	US	2012
4744540	595	US	2012
3151540	901	US	2007
5905224	1790	US	2012
3967329	527	US	2010
4744540	176	US	2012
4744540	1641	US	2012
4744540	1706	US	2012
54446	1745	US	2000
5905224	1566	US	2012
3151540	758	US	2007
3151540	682	US	2007
3151540	2020	US	2007
4744540	967	US	2012
3179568	1318	UK	2006
3179568	395	UK	2006
3179568	710	UK	2006
3179568	2172	UK	2006
3472293	513	UK	2009
3472293	1281	UK	2009
3472293	333	UK	2009
3472293	446	UK	2009
3472293	163	UK	2009
3472293	145	UK	2009
3472293	1333	UK	2009
3472293	339	UK	2009
3670999	1273	UK	2010
3670999	1757	UK	2010
3670999	1616	UK	2010
3670999	644	UK	2010
3670999	343	UK	2010
3670999	199	UK	2010
3670999	607	UK	2010
3670999	201	UK	2010
3670999	710	UK	2010
3670999	1077	UK	2010
3670999	295	UK	2010
3670999	365	UK	2010
5778643	947	UK	2013
5778643	1383	UK	2013
5778643	1289	UK	2013
5778643	1518	UK	2013
5778643	881	UK	2013
5778643	930	UK	2013
5778643	1498	UK	2013
5778643	832	UK	2013
5778643	395	UK	2013
5778643	311	UK	2013
5778643	649	UK	2013
5778643	198	UK	2013
6224678	879	UK	2014
6224678	538	UK	2014
6224678	1419	UK	2014
6224678	394	UK	2014
6224678	1361	UK	2014
6224678	1331	UK	2014
6224678	5	UK	2014
6224678	355	UK	2014
6224678	779	UK	2014
6224678	384	UK	2014
6224678	276	UK	2014
3151540	1698	US	2007
4744540	293	US	2012
54446	601	US	2000
4744540	714	US	2012
5905224	967	US	2012
3967329	992	US	2010
3967329	1684	US	2010
5905224	1726	US	2012
54446	1760	US	2000
5905224	1555	US	2012
5905224	989	US	2012
5905224	294	US	2012
54446	75	US	2000
3967329	221	US	2010
3151540	1105	US	2007
5905224	667	US	2012
54446	1461	US	2000
54446	1267	US	2000
3967329	280	US	2010
3151540	479	US	2007
4744540	386	US	2012
3967329	1993	US	2010
54446	1269	US	2000
3151540	905	US	2007
5905224	1689	US	2012
4744540	116	US	2012
4744540	1332	US	2012
3151540	126	US	2007
5905224	687	US	2012
4744540	301	US	2012
54446	1260	US	2000
3151540	1963	US	2007
4744540	34	US	2012
3151540	1210	US	2007
5905224	1545	US	2012
4744540	1370	US	2012
4744540	632	US	2012
54446	1535	US	2000
5905224	397	US	2012
3151540	562	US	2007
3967329	2114	US	2010
3967329	1284	US	2010
3967329	1359	US	2010
5905224	1552	US	2012
3179568	1780	UK	2006
3179568	1803	UK	2006
3179568	2213	UK	2006
3179568	1374	UK	2006
3179568	1652	UK	2006
3179568	2037	UK	2006
3179568	1476	UK	2006
3179568	59	UK	2006
3179568	1799	UK	2006
3179568	743	UK	2006
3472293	532	UK	2009
3472293	1335	UK	2009
3472293	20	UK	2009
3472293	898	UK	2009
3472293	31	UK	2009
3472293	113	UK	2009
3472293	957	UK	2009
3472293	35	UK	2009
3472293	322	UK	2009
3472293	69	UK	2009
3472293	87	UK	2009
3472293	829	UK	2009
3670999	1430	UK	2010
3670999	636	UK	2010
3670999	283	UK	2010
3670999	348	UK	2010
3670999	1729	UK	2010
3670999	1192	UK	2010
3670999	1771	UK	2010
3670999	1703	UK	2010
5778643	205	UK	2013
5778643	1616	UK	2013
5778643	169	UK	2013
5778643	701	UK	2013
5778643	221	UK	2013
5778643	110	UK	2013
5778643	478	UK	2013
5778643	411	UK	2013
5778643	49	UK	2013
6224678	611	UK	2014
6224678	350	UK	2014
6224678	756	UK	2014
6224678	252	UK	2014
6224678	115	UK	2014
6224678	644	UK	2014
6224678	596	UK	2014
6224678	29	UK	2014
6224678	43	UK	2014
6224678	311	UK	2014
6224678	631	UK	2014
6224678	714	UK	2014
6224678	484	UK	2014
6224678	1077	UK	2014
6224678	943	UK	2014
3151540	1331	US	2007
3967329	1959	US	2010
5905224	303	US	2012
54446	437	US	2000
3151540	2145	US	2007
3967329	1575	US	2010
5905224	1673	US	2012
54446	1451	US	2000
5905224	1802	US	2012
5905224	827	US	2012
54446	178	US	2000
54446	1136	US	2000
5905224	564	US	2012
54446	185	US	2000
5905224	1044	US	2012
3967329	2209	US	2010
54446	722	US	2000
54446	887	US	2000
4744540	1618	US	2012
3151540	2095	US	2007
3967329	29	US	2010
5905224	7	US	2012
4744540	892	US	2012
3967329	1997	US	2010
54446	1506	US	2000
3151540	226	US	2007
54446	1358	US	2000
4744540	132	US	2012
4744540	217	US	2012
54446	1792	US	2000
5905224	863	US	2012
4744540	1462	US	2012
4744540	1337	US	2012
54446	73	US	2000
3151540	902	US	2007
3151540	548	US	2007
3967329	1861	US	2010
3967329	1291	US	2010
4744540	391	US	2012
4744540	64	US	2012
54446	1593	US	2000
4744540	986	US	2012
3151540	1198	US	2007
3151540	980	US	2007
3151540	1599	US	2007
3967329	1299	US	2010
4744540	883	US	2012
5905224	349	US	2012
3179568	1310	UK	2006
3179568	1316	UK	2006
3179568	1358	UK	2006
3179568	150	UK	2006
3179568	2131	UK	2006
3179568	310	UK	2006
3179568	1335	UK	2006
3472293	1107	UK	2009
3472293	1250	UK	2009
3472293	127	UK	2009
3472293	481	UK	2009
3472293	1276	UK	2009
3472293	1238	UK	2009
3472293	49	UK	2009
3472293	825	UK	2009
3472293	905	UK	2009
3472293	72	UK	2009
3472293	148	UK	2009
3472293	1125	UK	2009
3670999	1758	UK	2010
3670999	1598	UK	2010
3670999	1158	UK	2010
3670999	1702	UK	2010
3670999	586	UK	2010
3670999	382	UK	2010
3670999	451	UK	2010
3670999	602	UK	2010
3670999	620	UK	2010
5778643	1384	UK	2013
5778643	137	UK	2013
5778643	755	UK	2013
5778643	477	UK	2013
5778643	1089	UK	2013
5778643	1569	UK	2013
5778643	988	UK	2013
5778643	1408	UK	2013
5778643	1704	UK	2013
5778643	269	UK	2013
5778643	1927	UK	2013
6224678	814	UK	2014
6224678	282	UK	2014
6224678	1333	UK	2014
6224678	865	UK	2014
6224678	56	UK	2014
6224678	99	UK	2014
6224678	637	UK	2014
6224678	1302	UK	2014
6224678	904	UK	2014
6224678	766	UK	2014
6224678	583	UK	2014
6224678	647	UK	2014
6224678	1093	UK	2014
3151540	1332	US	2007
4744540	52	US	2012
54446	1011	US	2000
4744540	485	US	2012
3967329	1110	US	2010
54446	1126	US	2000
3151540	328	US	2007
3967329	1557	US	2010
3967329	340	US	2010
5905224	406	US	2012
54446	691	US	2000
5905224	764	US	2012
54446	1210	US	2000
54446	1363	US	2000
3967329	584	US	2010
5905224	170	US	2012
3151540	2062	US	2007
5905224	1147	US	2012
3967329	662	US	2010
5905224	1035	US	2012
3967329	736	US	2010
54446	1222	US	2000
4744540	652	US	2012
54446	1808	US	2000
3151540	1249	US	2007
4744540	1739	US	2012
3151540	355	US	2007
3967329	1584	US	2010
3151540	1351	US	2007
5905224	1618	US	2012
54446	242	US	2000
4744540	284	US	2012
3151540	231	US	2007
5905224	389	US	2012
3151540	814	US	2007
3151540	1916	US	2007
5905224	661	US	2012
4744540	1826	US	2012
54446	1040	US	2000
5905224	480	US	2012
4744540	1429	US	2012
3151540	1830	US	2007
3967329	1187	US	2010
3151540	907	US	2007
3967329	1923	US	2010
3179568	976	UK	2006
3179568	205	UK	2006
3179568	773	UK	2006
3179568	334	UK	2006
3472293	396	UK	2009
3472293	680	UK	2009
3472293	639	UK	2009
3472293	671	UK	2009
3472293	1212	UK	2009
3472293	231	UK	2009
3472293	645	UK	2009
3472293	317	UK	2009
3472293	208	UK	2009
3472293	683	UK	2009
3472293	13	UK	2009
3472293	555	UK	2009
3670999	1029	UK	2010
3670999	807	UK	2010
3670999	460	UK	2010
3670999	1039	UK	2010
3670999	1221	UK	2010
3670999	41	UK	2010
3670999	150	UK	2010
3670999	917	UK	2010
3670999	553	UK	2010
3670999	1670	UK	2010
3670999	1533	UK	2010
3670999	1429	UK	2010
5778643	1039	UK	2013
5778643	1538	UK	2013
5778643	1926	UK	2013
5778643	1803	UK	2013
5778643	1558	UK	2013
5778643	1314	UK	2013
5778643	1510	UK	2013
5778643	1096	UK	2013
5778643	1102	UK	2013
5778643	1530	UK	2013
5778643	1326	UK	2013
5778643	1709	UK	2013
5778643	1413	UK	2013
5778643	30	UK	2013
5778643	917	UK	2013
5778643	1876	UK	2013
6224678	326	UK	2014
6224678	933	UK	2014
6224678	442	UK	2014
6224678	986	UK	2014
6224678	893	UK	2014
6224678	993	UK	2014
6224678	363	UK	2014
6224678	1167	UK	2014
6224678	816	UK	2014
6224678	1385	UK	2014
6224678	851	UK	2014
6224678	936	UK	2014
6224678	1161	UK	2014
6224678	927	UK	2014
6224678	140	UK	2014
4744540	1255	US	2012
4744540	171	US	2012
5905224	1006	US	2012
54446	1235	US	2000
5905224	1707	US	2012
54446	1665	US	2000
5905224	342	US	2012
54446	1785	US	2000
54446	715	US	2000
3967329	1542	US	2010
5905224	860	US	2012
3967329	1632	US	2010
54446	672	US	2000
5905224	77	US	2012
3967329	747	US	2010
54446	571	US	2000
54446	1885	US	2000
54446	244	US	2000
4744540	640	US	2012
3151540	1548	US	2007
4744540	1211	US	2012
3967329	940	US	2010
3151540	1196	US	2007
5905224	1476	US	2012
3967329	858	US	2010
3151540	1961	US	2007
5905224	1140	US	2012
54446	638	US	2000
4744540	667	US	2012
3151540	241	US	2007
3151540	1112	US	2007
4744540	442	US	2012
5905224	1132	US	2012
5905224	1307	US	2012
4744540	522	US	2012
4744540	836	US	2012
54446	1717	US	2000
5905224	246	US	2012
4744540	1700	US	2012
3151540	1611	US	2007
3151540	86	US	2007
3151540	351	US	2007
4744540	907	US	2012
3179568	2116	UK	2006
3179568	523	UK	2006
3179568	54	UK	2006
3179568	1789	UK	2006
3179568	1757	UK	2006
3179568	1933	UK	2006
3179568	1364	UK	2006
3179568	317	UK	2006
3179568	1847	UK	2006
3472293	557	UK	2009
3472293	73	UK	2009
3472293	1207	UK	2009
3472293	537	UK	2009
3472293	40	UK	2009
3472293	804	UK	2009
3472293	906	UK	2009
3472293	1244	UK	2009
3472293	1234	UK	2009
3472293	516	UK	2009
3472293	92	UK	2009
3472293	1227	UK	2009
3670999	433	UK	2010
3670999	1565	UK	2010
3670999	1635	UK	2010
3670999	4	UK	2010
3670999	1165	UK	2010
3670999	733	UK	2010
3670999	1182	UK	2010
3670999	847	UK	2010
3670999	336	UK	2010
5778643	916	UK	2013
5778643	730	UK	2013
5778643	761	UK	2013
5778643	1180	UK	2013
5778643	1411	UK	2013
5778643	1127	UK	2013
5778643	215	UK	2013
5778643	1013	UK	2013
6224678	1185	UK	2014
6224678	939	UK	2014
6224678	1327	UK	2014
6224678	1027	UK	2014
6224678	830	UK	2014
6224678	401	UK	2014
6224678	1356	UK	2014
6224678	223	UK	2014
6224678	235	UK	2014
6224678	352	UK	2014
6224678	7	UK	2014
3151540	725	US	2007
54446	995	US	2000
4744540	1300	US	2012
3967329	2099	US	2010
5905224	1749	US	2012
5905224	375	US	2012
5905224	858	US	2012
54446	960	US	2000
54446	1591	US	2000
5905224	1096	US	2012
3151540	1865	US	2007
3151540	1364	US	2007
3967329	1445	US	2010
54446	220	US	2000
5905224	1556	US	2012
54446	369	US	2000
54446	1074	US	2000
54446	1111	US	2000
4744540	346	US	2012
54446	1662	US	2000
5905224	358	US	2012
3151540	1694	US	2007
4744540	643	US	2012
3151540	539	US	2007
5905224	1018	US	2012
4744540	1775	US	2012
4744540	1512	US	2012
4744540	1254	US	2012
3151540	1415	US	2007
3151540	1621	US	2007
